ku_id,type,canonical_name,name_en,source_task,created,updated,card_path
units/institutions/library-of-congress,institution,美国国会图书馆,Library of Congress,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/library-of-congress.md
units/institutions/louvre-museum,institution,卢浮宫博物馆,Louvre Museum,chp-1,2026-09-13,2026-09-14,04-knowledge/units/institutions/louvre-museum.md
units/institutions/marlborough-fine-art-ltd,institution,马尔伯勒美术公司,Marlborough Fine Art Ltd,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/marlborough-fine-art-ltd.md
units/institutions/mascardi-rome,institution,罗马马斯卡尔迪出版机构,Mascardi (Rome),front-matter,2026-09-15,2026-09-15,04-knowledge/units/institutions/mascardi-rome.md
units/institutions/metropolitan-museum-of-art,institution,大都会艺术博物馆,Metropolitan Museum of Art,chp-1,2026-09-13,2026-09-14,04-knowledge/units/institutions/metropolitan-museum-of-art.md
units/institutions/ministry-of-works,institution,英国工程部,Ministry of Works,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/ministry-of-works.md
units/institutions/musee-cognacq-jay,institution,科涅克—杰博物馆,Musée Cognacq-Jay,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/musee-cognacq-jay.md
units/institutions/musei-civici-veneziani,institution,威尼斯市立博物馆系统,Musei civici veneziani,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/musei-civici-veneziani.md
units/institutions/museo-correr,institution,科雷尔博物馆,Museo Correr,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/museo-correr.md
units/institutions/museo-del-prado,institution,普拉多国家博物馆,Museo del Prado,chp-1,2026-09-13,2026-09-14,04-knowledge/units/institutions/museo-del-prado.md
units/institutions/museo-di-capodimonte,institution,卡波迪蒙特博物馆,Museo di Capodimonte,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/museo-di-capodimonte.md
units/institutions/museum-boymansvan-beuningen,institution,博伊曼斯—范伯宁恩博物馆,Museum Boijmans Van Beuningen,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/museum-boymansvan-beuningen.md
units/institutions/museum-of-fine-arts-houston,institution,休斯敦美术馆,"The Museum of Fine Arts, Houston",front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/museum-of-fine-arts-houston.md
units/institutions/museum-schloss-wilhelmshoehe,institution,威廉高地宫博物馆,Museum Schloss Wilhelmshöhe,front-matter,2026-09-15,2026-09-15,04-knowledge/units/institutions/museum-schloss-wilhelmshoehe.md
units/institutions/national-art-collections-fund,institution,国家艺术收藏基金,National Art Collections Fund,front-matter,2026-09-15,2026-09-15,04-knowledge/units/institutions/national-art-collections-fund.md
units/institutions/national-gallery-london,institution,英国国家美术馆,National Gallery,chp-1,2026-09-13,2026-09-14,04-knowledge/units/institutions/national-gallery-london.md
units/institutions/national-gallery-of-ireland,institution,爱尔兰国家美术馆,National Gallery of Ireland,chp-1,2026-09-13,2026-09-14,04-knowledge/units/institutions/national-gallery-of-ireland.md
units/institutions/national-gallery-of-scotland,institution,苏格兰国家美术馆,Scottish National Gallery,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/national-gallery-of-scotland.md
units/institutions/national-gallery-of-victoria,institution,维多利亚国家美术馆,National Gallery of Victoria,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/national-gallery-of-victoria.md
units/institutions/national-museum-stockholm,institution,斯德哥尔摩国家博物馆,Nationalmuseum,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/national-museum-stockholm.md
units/institutions/national-portrait-gallery,institution,伦敦国家肖像馆,"National Portrait Gallery, London",front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/national-portrait-gallery.md
units/institutions/national-trust,institution,英国国民信托,National Trust,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/national-trust.md
units/institutions/north-carolina-museum-of-art,institution,北卡罗来纳艺术博物馆,North Carolina Museum of Art,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/north-carolina-museum-of-art.md
units/institutions/odesa-museum-western-eastern-art,institution,敖德萨西方与东方艺术博物馆,Odesa Museum of Western and Eastern Art,chp-1,2026-09-13,2026-09-14,04-knowledge/units/institutions/odesa-museum-western-eastern-art.md
units/institutions/oratorians,institution,奥拉托利会,Oratorians,,2026-09-09,2026-09-14,04-knowledge/units/institutions/oratorians.md
units/institutions/osvaldo-bohm-photographic-publisher,institution,奥斯瓦尔德·伯姆摄影商号,Ditta Osvaldo Böhm,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/osvaldo-bohm-photographic-publisher.md
units/institutions/phaidon,institution,费顿出版社,Phaidon,front-matter,2026-09-15,2026-09-15,04-knowledge/units/institutions/phaidon.md
units/institutions/pinacoteca-ambrosiana,institution,安布罗西亚纳画廊,Pinacoteca Ambrosiana,chp-1,2026-09-13,2026-09-14,04-knowledge/units/institutions/pinacoteca-ambrosiana.md
units/institutions/pinacoteca-capitolina,institution,卡比托利欧绘画馆,Pinacoteca Capitolina,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/pinacoteca-capitolina.md
units/institutions/pinacoteca-vaticana,institution,梵蒂冈绘画馆,Pinacoteca Vaticana,chp-1,2026-09-09,2026-09-14,04-knowledge/units/institutions/pinacoteca-vaticana.md
units/institutions/pio-monte-della-misericordia,institution,仁慈山会,Pio Monte della Misericordia,chp-1,2026-09-13,2026-09-14,04-knowledge/units/institutions/pio-monte-della-misericordia.md
units/institutions/princeton-university-art-museum,institution,普林斯顿大学艺术博物馆,Princeton University Art Museum,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/princeton-university-art-museum.md
units/institutions/princeton-university,institution,普林斯顿大学,Princeton University,front-matter,2026-09-15,2026-09-15,04-knowledge/units/institutions/princeton-university.md
units/institutions/regional-museum-messina,institution,墨西拿区域博物馆,Regional Museum of Messina,chp-1,2026-09-13,2026-09-14,04-knowledge/units/institutions/regional-museum-messina.md
units/institutions/republic-of-venice,institution,威尼斯共和国,Republic of Venice,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/republic-of-venice.md
units/institutions/royal-academy,institution,皇家艺术研究院,Royal Academy of Arts,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/royal-academy.md
units/institutions/royal-collection,institution,英国皇家收藏,Royal Collection,chp-1,2026-09-13,2026-09-14,04-knowledge/units/institutions/royal-collection.md
units/institutions/royal-collections-gallery,institution,西班牙皇家收藏美术馆,Royal Collections Gallery,chp-1,2026-09-13,2026-09-14,04-knowledge/units/institutions/royal-collections-gallery.md
units/institutions/samuel-h-kress-foundation,institution,塞缪尔·H. 克雷斯基金会,Samuel H. Kress Foundation,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/samuel-h-kress-foundation.md
units/institutions/sanssouci-picture-gallery,institution,无忧宫画廊,Sanssouci Picture Gallery,chp-1,2026-09-13,2026-09-14,04-knowledge/units/institutions/sanssouci-picture-gallery.md
units/institutions/schildersbent,institution,画家帮,Schildersbent,,2026-09-09,2026-09-14,04-knowledge/units/institutions/schildersbent.md
units/institutions/service-de-documentation-photographique-des-musees-nationaux,institution,法国国家博物馆摄影文献服务处,Service de Documentation Photographique des Musées Nationaux,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/service-de-documentation-photographique-des-musees-nationaux.md
units/institutions/sir-john-soanes-museum,institution,约翰·索恩爵士博物馆,Sir John Soane’s Museum,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/sir-john-soanes-museum.md
units/institutions/soprintendenza-alle-gallerie-florence,institution,佛罗伦萨美术馆监管机构,"Soprintendenza alle Gallerie, Florence",front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/soprintendenza-alle-gallerie-florence.md
units/institutions/staatsgalerie-stuttgart,institution,斯图加特州立美术馆,"Staatsgalerie, Stuttgart",front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/staatsgalerie-stuttgart.md
units/institutions/stearn-and-son,institution,斯特恩父子摄影商号,Stearn & Sons,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/stearn-and-son.md
units/institutions/stichting-museum-boijmans-van-beuningen,institution,博伊曼斯—范伯宁恩博物馆基金会,Stichting Museum Boijmans Van Beuningen,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/stichting-museum-boijmans-van-beuningen.md
units/institutions/streitsche-stiftung,institution,施特赖特基金会,Streitsche Stiftung,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/streitsche-stiftung.md
units/institutions/studio-fotografico-balelli,institution,巴莱利摄影工作室,Studio fotografico Balelli,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/studio-fotografico-balelli.md
units/institutions/t-and-a-constable,institution,T.与A.康斯特布尔印刷公司,T. and A. Constable Ltd.,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/t-and-a-constable.md
units/institutions/theatines,institution,戴蒂尼会,Theatines,chp-1,2026-09-09,2026-09-14,04-knowledge/units/institutions/theatines.md
units/institutions/thyssen-bornemisza-museum,institution,提森-博内米萨国家博物馆,Thyssen-Bornemisza Museum,chp-1,2026-09-13,2026-09-14,04-knowledge/units/institutions/thyssen-bornemisza-museum.md
units/institutions/turners-of-cambridge,institution,剑桥特纳摄影商号,Turners of Cambridge,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/turners-of-cambridge.md
units/institutions/ufficio-dell-assessore-comunale-alle-belle-arti,institution,罗马市美术委员办公室,Ufficio dell'Assessore Comunale alle Belle Arti,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/ufficio-dell-assessore-comunale-alle-belle-arti.md
units/institutions/uffizi-gallery,institution,乌菲齐美术馆,Uffizi Gallery,,2026-09-13,2026-09-14,04-knowledge/units/institutions/uffizi-gallery.md
units/institutions/university-library-cambridge,institution,剑桥大学图书馆,Cambridge University Library,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/university-library-cambridge.md
units/institutions/university-of-cambridge,institution,剑桥大学,University of Cambridge,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/university-of-cambridge.md
units/institutions/university-of-london,institution,伦敦大学,University of London,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/university-of-london.md
units/institutions/university-of-padua,institution,帕多瓦大学,University of Padua,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/university-of-padua.md
units/institutions/university-of-pittsburgh,institution,匹兹堡大学,University of Pittsburgh,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/university-of-pittsburgh.md
units/institutions/university-of-turin,institution,都灵大学,University of Turin,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/university-of-turin.md
units/institutions/victoria-and-albert-museum,institution,维多利亚与阿尔伯特博物馆,Victoria and Albert Museum,chp-1,2026-09-09,2026-09-14,04-knowledge/units/institutions/victoria-and-albert-museum.md
units/institutions/virginia-museum-of-fine-arts,institution,弗吉尼亚美术馆,Virginia Museum of Fine Arts,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/virginia-museum-of-fine-arts.md
units/institutions/wadsworth-atheneum,institution,沃兹沃思学会艺术博物馆,Wadsworth Atheneum Museum of Art,chp-1,2026-09-13,2026-09-14,04-knowledge/units/institutions/wadsworth-atheneum.md
units/institutions/wallraf-richartz-museum,institution,瓦尔拉夫—里夏茨博物馆,Wallraf-Richartz Museum,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/wallraf-richartz-museum.md
units/institutions/warburg-institute-library,institution,瓦尔堡研究院图书馆,Library of the Warburg Institute,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/warburg-institute-library.md
units/institutions/warburg-institute,institution,瓦尔堡研究院,Warburg Institute,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/warburg-institute.md
units/institutions/yale-university-press,institution,耶鲁大学出版社,Yale University Press,front-matter,2026-09-14,2026-09-15,04-knowledge/units/institutions/yale-university-press.md
units/institutions/yale-university,institution,耶鲁大学,Yale University,front-matter,2026-09-14,2026-09-14,04-knowledge/units/institutions/yale-university.md
units/persons/a-d-gabbiani,person,安东·多梅尼科·加比亚尼,Anton Domenico Gabbiani,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/a-d-gabbiani.md
units/persons/a-de-montaiglon,person,阿纳托尔·库尔德·德·蒙泰格隆,Anatole Courde de Montaiglon,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/a-de-montaiglon.md
units/persons/a-m-zanetti-the-elder,person,老安东·玛丽亚·扎内蒂,Anton Maria Zanetti the Elder,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/a-m-zanetti-the-elder.md
units/persons/a-n-l-munby,person,艾伦·诺埃尔·拉蒂默·芒比,Alan Noel Latimer Munby,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/a-n-l-munby.md
units/persons/abate-lancellotti,person,塞孔多·兰切洛蒂,Secondo Lancellotti,chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/abate-lancellotti.md
units/persons/abraham-hume,person,亚伯拉罕·休谟,Abraham Hume,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/abraham-hume.md
units/persons/agostino-masucci,person,阿戈斯蒂诺·马苏奇,Agostino Masucci,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/agostino-masucci.md
units/persons/albrizzi,person,乔万尼·巴蒂斯塔·阿尔布里齐,Giovanni Battista Albrizzi,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/albrizzi.md
units/persons/alessandro-bettagno,person,亚历山德罗·贝塔尼奥,Alessandro Bettagno,,,,04-knowledge/units/persons/alessandro-bettagno.md
units/persons/alessandro-longhi,person,亚历山德罗·隆吉,Alessandro Longhi,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/alessandro-longhi.md
units/persons/alessandro-marabottini-marabotti,person,亚历山德罗·马拉博蒂尼·马拉博蒂,Alessandro Marabottini Marabotti,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/alessandro-marabottini-marabotti.md
units/persons/alessandro-peretti-montalto,person,亚历山德罗·佩雷蒂—蒙塔尔托,Alessandro Peretti-Montalto,,2026-09-09,2026-09-14,04-knowledge/units/persons/alessandro-peretti-montalto.md
