relation_id,subject_ku_id,object_ku_id,predicate,time,role,scope,origin,status,source_id,source_span,source_file,note
rel-0095,units/persons/francesco-fanelli,units/places/florence,located_at,1577,出生地点,个人出生事件,external,formal,src-50d9d02a6fd8726a,策展正文首两段；Artwork Details：Artist,https://www.metmuseum.org/art/collection/search/761114,
rel-0096,units/persons/francesco-fanelli,units/places/genoa,located_at,1605–1630,作坊活动城市,家庭作坊,external,formal,src-50d9d02a6fd8726a,策展正文首两段；Artwork Details：Artist,https://www.metmuseum.org/art/collection/search/761114,
rel-0097,units/persons/francesco-fanelli,units/places/london,located_at,1632,迁入城市,赴英国宫廷工作,external,formal,src-50d9d02a6fd8726a,策展正文首两段；Artwork Details：Artist,https://www.metmuseum.org/art/collection/search/761114,
rel-0098,units/persons/francesco-fanelli,units/persons/charles-i,patronized_by,1632,年金赞助者,Met策展传记的年金记载,external,formal,src-50d9d02a6fd8726a,策展正文首两段；Artwork Details：Artist,https://www.metmuseum.org/art/collection/search/761114,
rel-0099,units/persons/francesco-fanelli,units/persons/charles-i,appointed_by,1635,王室雕塑家任命者,个人获任官职，不从作品肖像角色推导,external,formal,src-50d9d02a6fd8726a,策展正文首两段；Artwork Details：Artist,https://www.metmuseum.org/art/collection/search/761114,
rel-0100,units/persons/francesco-fontana,units/persons/galeazzo-fontana,parent_of,,父亲,Francesco Fontana与儿子Galeazzo Fontana,external,formal,,印刷页 67：Il figlio Galeazzo ...,https://iris.unimore.it/retrieve/e31e124d-08e1-987f-e053-3705fe0a095a/FONTANA%20famiglia%20.pdf,
rel-0101,units/persons/francesco-guardi,units/places/venice,located_at,1712,出生,出生地,external,formal,src-8bb590e874912dcd,人物年代与传记第2段Francesco Guardi was born in Venice,https://www.nationalgallery.org.uk/artists/francesco-guardi,
rel-0102,units/persons/francesco-maggiotto,units/persons/domenico-fedeli-venice-painter,child_of,,儿子,传记记其父为画家Domenico,external,formal,src-74e5267d3e0d6255,lines 27–30,https://www.treccani.it/enciclopedia/fedeli-francesco-detto-il-maggiotto_(Dizionario-Biografico)/,
rel-0103,units/persons/francesco-maggiotto,units/persons/elena-zuliani,child_of,,儿子,出生信息,external,formal,src-74e5267d3e0d6255,lines 27–30,https://www.treccani.it/enciclopedia/fedeli-francesco-detto-il-maggiotto_(Dizionario-Biografico)/,
rel-0104,units/persons/francesco-maggiotto,units/persons/angela-fedeli,sibling_of,,兄妹,遗嘱记其姐妹,external,formal,src-74e5267d3e0d6255,lines 56–57,https://www.treccani.it/enciclopedia/fedeli-francesco-detto-il-maggiotto_(Dizionario-Biografico)/,
rel-0105,units/persons/francesco-maggiotto,units/persons/elena-fedeli-daughter,parent_of,,女儿,遗嘱所载子女,external,formal,src-74e5267d3e0d6255,lines 56–57,https://www.treccani.it/enciclopedia/fedeli-francesco-detto-il-maggiotto_(Dizionario-Biografico)/,
rel-0106,units/persons/francesco-maggiotto,units/persons/giovan-battista-fedeli,parent_of,,儿子,遗嘱所载子女,external,formal,src-74e5267d3e0d6255,lines 56–57,https://www.treccani.it/enciclopedia/fedeli-francesco-detto-il-maggiotto_(Dizionario-Biografico)/,
rel-0107,units/persons/francesco-maggiotto,units/persons/domenico-fedeli-son-of-francesco,parent_of,,儿子,遗嘱所载子女,external,formal,src-74e5267d3e0d6255,lines 56–57,https://www.treccani.it/enciclopedia/fedeli-francesco-detto-il-maggiotto_(Dizionario-Biografico)/,
rel-0108,units/persons/francesco-maggiotto,units/institutions/venetian-academy-of-painting-and-sculpture,member_of,,绘画教师；后任主席,1771起任绘画教师；1790任主席,external,formal,src-74e5267d3e0d6255,lines 30–31,https://www.treccani.it/enciclopedia/fedeli-francesco-detto-il-maggiotto_(Dizionario-Biografico)/,
rel-0109,units/persons/francesco-petrucci,units/persons/baldassare-franceschini,trained_by,,绘画教师,ICCD的allievo del Volterrano；Volterrano别名沿用已对齐KU,external,formal,src-63d4f690ddf9fa16,Notizie storico critiche：Petrucci学生身份、宫廷复制画委托段,https://catalogo.beniculturali.it/detail/HistoricOrArtisticProperty/0900378126,
rel-0110,units/persons/francesco-petrucci,units/persons/ferdinand-grand-prince-tuscany,patronized_by,,复制画委托赞助者,宫廷复制画委托，不把整组未具名复制画并作一个作品,external,formal,src-63d4f690ddf9fa16,Notizie storico critiche：Petrucci学生身份、宫廷复制画委托段,https://catalogo.beniculturali.it/detail/HistoricOrArtisticProperty/0900378126,
rel-0111,units/persons/francesco-trevisani,units/institutions/accademia-di-san-luca,member_of,,,,external,formal,,本卡 S6；1697年入会段,https://www.treccani.it/enciclopedia/francesco-trevisani_(Dizionario-Biografico)/,1697年加入圣路加学院。
rel-0112,units/persons/francesco-trevisani,units/institutions/arcadia,member_of,,,,external,formal,,本卡 S6；1712年入会段,https://www.treccani.it/enciclopedia/francesco-trevisani_(Dizionario-Biografico)/,1712年加入Arcadia；此前接触与称赞不等于正式入会。
rel-0113,units/persons/francis-haskell,units/institutions/warburg-institute-library,supported_by,,研究使用、鼓励与建议,第一版序言对图书馆及机构相关人员的集体致谢；不虚构具体顾问,book,formal,haskell-1980-rev-ed,lines 21–22; 章前：第一版序言；印刷页ix；PDF 7,02-sources/02-Markdown/00_03_Preface_1st_Ed.md,
rel-0114,units/persons/francis-haskell,units/persons/terisio-pignatti,supported_by,,提供研究便利,在威尼斯科雷尔图书馆研究时获得的便利；不据此推定Pignatti当时任职,book,formal,haskell-1980-rev-ed,lines 23–23; 章前：第一版序言；印刷页ix；PDF 7,02-sources/02-Markdown/00_03_Preface_1st_Ed.md,
rel-0115,units/persons/francis-haskell,units/persons/anthony-blunt,supported_by,,研究讨论,第一版序言明确的研究讨论；不推定师承或共同著作,book,formal,haskell-1980-rev-ed,lines 24–24; 章前：第一版序言；印刷页ix；PDF 7,02-sources/02-Markdown/00_03_Preface_1st_Ed.md,
rel-0116,units/persons/francis-haskell,units/persons/a-n-l-munby,supported_by,,解决研究问题,第一版序言点名致谢；不外推共同著作、任职或资助合同,book,formal,haskell-1980-rev-ed,lines 22–22; 章前：第一版序言；印刷页ix；PDF 7,02-sources/02-Markdown/00_03_Preface_1st_Ed.md,
rel-0117,units/persons/francis-haskell,units/persons/alessandro-bettagno,supported_by,,研究讨论与帮助,第一版序言点名致谢；不外推共同著作、任职或资助合同,book,formal,haskell-1980-rev-ed,lines 23–24; 章前：第一版序言；印刷页ix；PDF 7,02-sources/02-Markdown/00_03_Preface_1st_Ed.md,
rel-0118,units/persons/francis-haskell,units/persons/gianfranco-torcellan,supported_by,,研究讨论与帮助,第一版序言点名致谢；不外推共同著作、任职或资助合同,book,formal,haskell-1980-rev-ed,lines 23–24; 章前：第一版序言；印刷页ix；PDF 7,02-sources/02-Markdown/00_03_Preface_1st_Ed.md,
rel-0119,units/persons/francis-haskell,units/persons/franco-venturi,supported_by,,研究讨论与帮助,第一版序言点名致谢；不外推共同著作、任职或资助合同,book,formal,haskell-1980-rev-ed,lines 23–24; 章前：第一版序言；印刷页ix；PDF 7,02-sources/02-Markdown/00_03_Preface_1st_Ed.md,
rel-0120,units/persons/francis-haskell,units/persons/gaetano-cozzi,supported_by,,研究讨论与帮助,第一版序言点名致谢；不外推共同著作、任职或资助合同,book,formal,haskell-1980-rev-ed,lines 23–24; 章前：第一版序言；印刷页ix；PDF 7,02-sources/02-Markdown/00_03_Preface_1st_Ed.md,
rel-0121,units/persons/francis-haskell,units/persons/alessandro-marabottini-marabotti,supported_by,,陪同观看作品与多次款待,第一版序言点名致谢；不外推共同著作、任职或资助合同,book,formal,haskell-1980-rev-ed,lines 24–24; 章前：第一版序言；印刷页ix；PDF 7,02-sources/02-Markdown/00_03_Preface_1st_Ed.md,
rel-0122,units/persons/francis-haskell,units/persons/michael-levey,supported_by,,启发性的研究讨论,第一版序言点名致谢；不外推共同著作、任职或资助合同,book,formal,haskell-1980-rev-ed,lines 24–24; 章前：第一版序言；印刷页ix；PDF 7,02-sources/02-Markdown/00_03_Preface_1st_Ed.md,
rel-0123,units/persons/francis-haskell,units/persons/nikolaus-pevsner,influenced_by,,研究兴趣启发,只指最初引发对艺术赞助研究的兴趣，不代替具体师承,book,formal,haskell-1980-rev-ed,lines 24–24; 章前：第一版序言；印刷页ix；PDF 7,02-sources/02-Markdown/00_03_Preface_1st_Ed.md,
rel-0124,units/persons/francis-haskell,units/persons/a-n-l-munby,friend_of,1979年序言回顾,亲近朋友,第二版序言明确very close friends，写序时两人已故,book,formal,haskell-1980-rev-ed,lines 14–15; 章前：第二版序言；印刷页vi；PDF 4,02-sources/02-Markdown/00_02_Preface_2nd_Ed.md,
rel-0125,units/persons/francis-haskell,units/persons/a-n-l-munby,advised_by,写作期间,写作咨询,第二版序言称写作时经常求教，不指定未载的具体建议,book,formal,haskell-1980-rev-ed,lines 14–15; 章前：第二版序言；印刷页vi；PDF 4,02-sources/02-Markdown/00_02_Preface_2nd_Ed.md,
rel-0126,units/persons/francis-haskell,units/persons/benedict-nicolson,friend_of,1979年序言回顾,亲近朋友,第二版序言明确very close friends，写序时两人已故,book,formal,haskell-1980-rev-ed,lines 14–15; 章前：第二版序言；印刷页vi；PDF 4,02-sources/02-Markdown/00_02_Preface_2nd_Ed.md,
rel-0127,units/persons/francis-haskell,units/persons/benedict-nicolson,advised_by,写作期间,写作咨询,第二版序言称写作时经常求教，不指定未载的具体建议,book,formal,haskell-1980-rev-ed,lines 14–15; 章前：第二版序言；印刷页vi；PDF 4,02-sources/02-Markdown/00_02_Preface_2nd_Ed.md,
rel-0128,units/persons/francis-haskell,units/persons/nikolaus-pevsner,trained_by,1951年同意指导,研究指导,1951年为学院Fellowship论文寻求研究指导；不称为博士导师,external,formal,,印刷p.228，Pevsner agreed to act as supervisor,https://www.thebritishacademy.ac.uk/documents/366/115p227.pdf,
rel-0129,units/persons/francis-haskell,units/persons/larissa-dedicatee,spouse_of,1965年结婚,配偶,1965年获准结婚；不由1962相识倒推婚姻,external,formal,,印刷p.232,https://www.thebritishacademy.ac.uk/documents/366/115p227.pdf,
rel-0130,units/persons/francis-haskell,units/persons/alessandro-bettagno,introduced_by,1962,相识介绍人,1962年在威尼斯介绍认识Larissa Salmina；非引介进入职务,external,formal,,印刷p.232,https://www.thebritishacademy.ac.uk/documents/366/115p227.pdf,
rel-0131,units/persons/francis-haskell,units/persons/alessandro-bettagno,friend_of,1962年相识段,朋友,传记明称Francis’s friend Alessandro Bettagno,external,formal,,印刷p.232,https://www.thebritishacademy.ac.uk/documents/366/115p227.pdf,
rel-0132,units/persons/francis-haskell,units/places/london,located_at,1928-04-07,出生,出生地,external,formal,,印刷p.227,https://www.thebritishacademy.ac.uk/documents/366/115p227.pdf,
rel-0133,units/persons/francis-haskell,units/institutions/kings-college-cambridge,educated_at,1948年入学,本科：前两年历史，末年英语,就读机构；不混为受雇、组织院士或个人师承,external,formal,,实际读取PDF2–3、7–8、10、15–17；本轮采用印刷pp.227–228、232–233、242,https://www.thebritishacademy.ac.uk/documents/366/115p227.pdf,
rel-0134,units/persons/franco-venturi,units/institutions/university-of-turin,employed_by,1958年后至1984,近代史教席,Genova1955–1958任教后转任Torino；后来荣休不扩大教席任期,external,formal,src-d6efb167d1e1fcf8,导言与完整La vita段；后续专题段本轮未全读,https://www.treccani.it/enciclopedia/franco-venturi_(altro)/,
rel-0135,units/persons/franco-venturi,units/places/rome,located_at,1914-05-16,出生,出生地,external,formal,src-d6efb167d1e1fcf8,导言与完整La vita段；后续专题段本轮未全读,https://www.treccani.it/enciclopedia/franco-venturi_(altro)/,
rel-0136,units/persons/franco-venturi,units/places/turin,located_at,1994-12-14,去世,去世地,external,formal,src-d6efb167d1e1fcf8,导言与完整La vita段；后续专题段本轮未全读,https://www.treccani.it/enciclopedia/franco-venturi_(altro)/,
rel-0137,units/persons/frederick-iii,units/persons/gentile-bellini,honourer_of,,Count Palatine荣衔授予者,第一章未给日期,book,formal,haskell-1980-rev-ed,lines 799–800; print pp. 19,02-sources/02-Markdown/01_CHP-1.md,本章脚注记授予 Count Palatine，未给日期。
rel-0138,units/persons/fulvio-testi,units/persons/francesco-fontana,corresponded_with,1634-01-18,写信人↔收信人,仅记录有日期的一次通信；另有1633-01-29书信见对应书信KU；不据通信推断友谊或赞助,external,formal,,lines 2–15; edition pp. 28–29,https://www.nuovorinascimento.org/rosp-2000/documenti/testi-34-01-18.htm,
rel-0139,units/persons/g-h-w-rylands,units/institutions/kings-college-cambridge,educated_at,1921年入学,入学；不表示Fellow任命,就读机构；不混为受雇、组织院士或个人师承,external,formal,,档案指南说明及GHWR完整条目,https://www.kings.cam.ac.uk/guide-modern-archives,
rel-0140,units/persons/gaetano-cozzi,units/institutions/ca-foscari-university-venice,employed_by,1960–1965；1970–1998,教师,两个不连续任教时段；不覆盖1966–1969帕多瓦阶段,external,formal,src-1450e03989053436,PDF第54页，印刷页382，完整Fondo Gaetano Cozzi条,https://edizionicafoscari.unive.it/media/pdf/books/978-88-6969-706-7/978-88-6969-706-7-ch-04.pdf,
rel-0141,units/persons/gaetano-cozzi,units/institutions/university-of-padua,employed_by,1966–1969,政治学学院教师,仅帕多瓦任教阶段,external,formal,src-1450e03989053436,PDF第54页，印刷页382，完整Fondo Gaetano Cozzi条,https://edizionicafoscari.unive.it/media/pdf/books/978-88-6969-706-7/978-88-6969-706-7-ch-04.pdf,
rel-0142,units/persons/gaetano-cozzi,units/places/venice,located_at,2001-03-15,去世,去世地,external,formal,src-1450e03989053436,PDF第54页，印刷页382，完整Fondo Gaetano Cozzi条,https://edizionicafoscari.unive.it/media/pdf/books/978-88-6969-706-7/978-88-6969-706-7-ch-04.pdf,
rel-0143,units/persons/galeazzo-fontana,units/institutions/knights-hospitaller,member_of,1657年获准加入；开始日期未载,骑士团成员,家族史所称骑士团入会及后续军职；不据此推定退出时间,external,formal,,印刷页 67：ammissione nell’Ordine dei cavalieri di Malta avvenuta nel 1657,https://iris.unimore.it/retrieve/e31e124d-08e1-987f-e053-3705fe0a095a/FONTANA%20famiglia%20.pdf,
rel-0144,units/persons/giacinto-brandi,units/institutions/accademia-di-san-luca,member_of,,,,external,formal,src-54f6d0159c4013fc,本卡 S7；学院活动与任职段,https://www.treccani.it/enciclopedia/giacinto-brandi_(Dizionario-Biografico)/,曾任圣路加学院Prince；会议参与和负责人职务支持成员归属。
